Ensgid_var	GeneSymbol	Age.Coef	p.value	FDR	Organs	Ensgid
ENSG00000117114.15	LPHN2	-0.0135215302724807	2.73495112671923e-05	0.000420690543361605	Adipose_Subcutaneous	ENSG00000117114
ENSG00000097033.10	SH3GLB1	-0.0175884869384715	9.64299040158209e-08	9.64522971484819e-06	Adipose_Subcutaneous	ENSG00000097033
ENSG00000154451.10	GBP5	0.0160999863856542	1.82464835258362e-06	6.54687142139775e-05	Adipose_Subcutaneous	ENSG00000154451
ENSG00000224081.3	LINC01057	0.018046313295908	5.31220987094981e-06	0.000134925788316236	Adipose_Subcutaneous	ENSG00000224081
ENSG00000152078.5	TMEM56	-0.0151180330451068	1.82118579730872e-05	0.00031850250299462	Adipose_Subcutaneous	ENSG00000152078
ENSG00000134243.7	SORT1	-0.0155620237638319	3.2077836667397e-06	9.49249379349656e-05	Adipose_Subcutaneous	ENSG00000134243
ENSG00000168710.13	AHCYL1	-0.0137506741987808	2.88838099403093e-05	0.000436380813205436	Adipose_Subcutaneous	ENSG00000168710
ENSG00000168679.13	SLC16A4	0.0191963868470324	3.84110128715814e-07	2.27332226338061e-05	Adipose_Subcutaneous	ENSG00000168679
ENSG00000085465.11	OVGP1	0.0142780125692401	9.3190431952373e-07	4.28975116762491e-05	Adipose_Subcutaneous	ENSG00000085465
ENSG00000134245.13	WNT2B	0.0158309829185199	1.09706492582714e-05	0.000224753641892256	Adipose_Subcutaneous	ENSG00000134245
ENSG00000155363.14	MOV10	0.0155726557825942	2.5567626819357e-05	0.000400216009062362	Adipose_Subcutaneous	ENSG00000155363
ENSG00000009307.11	CSDE1	-0.0129194161739753	4.40215935753669e-05	0.000588311519014741	Adipose_Subcutaneous	ENSG00000009307
ENSG00000116824.4	CD2	0.0202978781453915	2.94964871634753e-07	1.92317651235715e-05	Adipose_Subcutaneous	ENSG00000116824
ENSG00000188610.8	FAM72B	0.0169486218949756	7.11503946894586e-06	0.000164368873382351	Adipose_Subcutaneous	ENSG00000188610
ENSG00000215784.4	FAM72D	0.016573180872068	7.919977884793e-06	0.000178108742709525	Adipose_Subcutaneous	ENSG00000215784
ENSG00000143387.8	CTSK	0.0172977014315529	7.30429646431049e-06	0.000166675641351457	Adipose_Subcutaneous	ENSG00000143387
ENSG00000143450.10	OAZ3	-0.0169115471371699	1.04088615931117e-05	0.000215613785200423	Adipose_Subcutaneous	ENSG00000143450
ENSG00000182134.11	TDRKH	-0.0148226071462565	3.41460752858573e-05	0.000493859799499021	Adipose_Subcutaneous	ENSG00000182134
ENSG00000143365.12	RORC	-0.019528822820111	1.57980114401692e-07	1.26949278999601e-05	Adipose_Subcutaneous	ENSG00000143365
ENSG00000169418.9	NPR1	-0.0192154800908723	4.15191508845742e-08	5.60899659377621e-06	Adipose_Subcutaneous	ENSG00000169418
ENSG00000143612.14	C1orf43	-0.016559729792271	9.31034380866994e-06	0.00019814239683223	Adipose_Subcutaneous	ENSG00000143612
ENSG00000143575.10	HAX1	-0.0156437806237175	7.08784530269393e-07	3.44111197859695e-05	Adipose_Subcutaneous	ENSG00000143575
ENSG00000163348.3	PYGO2	-0.013405547628179	3.66883201792715e-05	0.000518559782488369	Adipose_Subcutaneous	ENSG00000163348
ENSG00000160688.14	FLAD1	-0.0180384889466022	2.7615886631828e-06	8.5539656016224e-05	Adipose_Subcutaneous	ENSG00000160688
ENSG00000160685.9	ZBTB7B	-0.0139465545887009	4.62638871805232e-05	0.000611266937424872	Adipose_Subcutaneous	ENSG00000160685
ENSG00000117036.7	ETV3	-0.014942026930714	2.03304104561984e-05	0.000341373331584691	Adipose_Subcutaneous	ENSG00000117036
ENSG00000163563.7	MNDA	0.0145360446361035	1.60446382060911e-05	0.000291315950413815	Adipose_Subcutaneous	ENSG00000163563
ENSG00000163564.10	PYHIN1	0.0358972776911661	3.95448585922324e-22	3.68617399367494e-18	Adipose_Subcutaneous	ENSG00000163564
ENSG00000163565.14	IFI16	0.0129102917258916	7.43520399737279e-06	0.000169042083076855	Adipose_Subcutaneous	ENSG00000163565
ENSG00000163568.9	AIM2	0.0214996493078886	5.07662214915752e-08	6.16850932125389e-06	Adipose_Subcutaneous	ENSG00000163568
ENSG00000181036.9	FCRL6	0.0169842159942831	2.30899035016432e-06	7.61350224503792e-05	Adipose_Subcutaneous	ENSG00000181036
ENSG00000162735.14	PEX19	-0.0201650665221933	7.64160416391798e-09	1.82644136446055e-06	Adipose_Subcutaneous	ENSG00000162735
ENSG00000162739.9	SLAMF6	0.0183677160776414	1.91574294261997e-06	6.73964462468999e-05	Adipose_Subcutaneous	ENSG00000162739
ENSG00000143228.8	NUF2	0.014957829929707	7.29070094981993e-05	0.00085022557933643	Adipose_Subcutaneous	ENSG00000143228
ENSG00000143198.8	MGST3	-0.021591414507346	2.45588237617276e-08	3.87478243593688e-06	Adipose_Subcutaneous	ENSG00000143198
ENSG00000143149.8	ALDH9A1	-0.0141075550751521	1.60785622326668e-05	0.000291588167026854	Adipose_Subcutaneous	ENSG00000143149
ENSG00000198821.6	CD247	0.0171592975258443	6.86606804320442e-06	0.000160406148533158	Adipose_Subcutaneous	ENSG00000198821
ENSG00000143178.8	TBX19	0.0195988988720645	2.94458384893669e-07	1.92317651235715e-05	Adipose_Subcutaneous	ENSG00000143178
ENSG00000198734.6	F5	-0.0154394085492998	5.06846659610958e-05	0.00065031949587936	Adipose_Subcutaneous	ENSG00000198734
ENSG00000117592.8	PRDX6	-0.0173737288263331	2.18628897292259e-06	7.35003205330421e-05	Adipose_Subcutaneous	ENSG00000117592
ENSG00000120332.11	TNN	-0.0142581276750799	6.72588421916995e-05	0.000800195657294099	Adipose_Subcutaneous	ENSG00000120332
ENSG00000090104.7	RGS1	0.0165339704257374	1.24303784140571e-05	0.000244709128588455	Adipose_Subcutaneous	ENSG00000090104
ENSG00000162687.12	KCNT2	0.0173031408232139	2.53513464674856e-06	8.10677791069185e-05	Adipose_Subcutaneous	ENSG00000162687
ENSG00000081237.14	PTPRC	0.0144530401739597	1.11212577373291e-06	4.79581727857491e-05	Adipose_Subcutaneous	ENSG00000081237
ENSG00000116852.10	KIF21B	0.0187112890647509	3.63430887605412e-07	2.19466415475373e-05	Adipose_Subcutaneous	ENSG00000116852
ENSG00000224818.1	RP11-134G8.8	-0.016645028322477	3.77516968659585e-06	0.000105585750857921	Adipose_Subcutaneous	ENSG00000224818
ENSG00000174307.5	PHLDA3	-0.0166176662429666	4.84721007443888e-06	0.000125509079746895	Adipose_Subcutaneous	ENSG00000174307
ENSG00000163485.11	ADORA1	-0.0144194829403483	5.1026359752968e-05	0.000653354687413862	Adipose_Subcutaneous	ENSG00000163485
ENSG00000196550.6	FAM72A	0.0152458230110209	3.08062848589517e-05	0.00045789828724492	Adipose_Subcutaneous	ENSG00000196550
ENSG00000196878.8	LAMB3	-0.0154139117736466	1.92021950639643e-06	6.73964462468999e-05	Adipose_Subcutaneous	ENSG00000196878
ENSG00000123689.5	G0S2	-0.022089879675099	1.19607573528944e-09	4.84748694195675e-07	Adipose_Subcutaneous	ENSG00000123689
ENSG00000123684.8	LPGAT1	-0.0127376263723028	8.92336752462861e-06	0.000193890840048544	Adipose_Subcutaneous	ENSG00000123684
ENSG00000066027.7	PPP2R5A	-0.0154567372812596	8.43935113636567e-06	0.000186858459899365	Adipose_Subcutaneous	ENSG00000066027
ENSG00000143494.11	VASH2	0.0182789964675137	6.67839275793049e-06	0.000157734562145031	Adipose_Subcutaneous	ENSG00000143494
ENSG00000082482.9	KCNK2	0.0149203128696961	4.21044566025978e-05	0.000569959902199211	Adipose_Subcutaneous	ENSG00000082482
ENSG00000162813.13	BPNT1	-0.0141588070680771	3.48063849696238e-05	0.00050069092205918	Adipose_Subcutaneous	ENSG00000162813
ENSG00000067704.8	IARS2	-0.0159205739971577	8.90616684483423e-06	0.000193890840048544	Adipose_Subcutaneous	ENSG00000067704
ENSG00000116141.11	MARK1	-0.0140698998500596	8.66402884269948e-05	0.00096547214413895	Adipose_Subcutaneous	ENSG00000116141
ENSG00000162817.6	C1orf115	-0.0156953013798694	3.16483123839383e-06	9.41913154909404e-05	Adipose_Subcutaneous	ENSG00000162817
ENSG00000117791.11	MARC2	-0.0159059136712732	2.34671398964773e-05	0.000375857293032668	Adipose_Subcutaneous	ENSG00000117791
ENSG00000186205.8	MARC1	-0.0173447323619092	2.37585359261873e-07	1.63442946594801e-05	Adipose_Subcutaneous	ENSG00000186205
ENSG00000154309.7	DISP1	0.0182888914415204	2.43264962102716e-06	7.87647262833745e-05	Adipose_Subcutaneous	ENSG00000154309
ENSG00000143756.7	FBXO28	-0.0125574039714408	8.63439895847248e-06	0.000189377764450356	Adipose_Subcutaneous	ENSG00000143756
ENSG00000182118.5	FAM89A	-0.0158265626531677	2.29906816885848e-05	0.000370454000622547	Adipose_Subcutaneous	ENSG00000182118
ENSG00000135749.14	PCNXL2	0.0171054880231114	2.14716991159517e-05	0.000355188009422083	Adipose_Subcutaneous	ENSG00000135749
ENSG00000077585.9	GPR137B	0.0160129408077561	3.25268558966025e-05	0.000477855141434484	Adipose_Subcutaneous	ENSG00000077585
ENSG00000091483.6	FH	-0.0192757684443764	3.7944040514292e-07	2.2566737563852e-05	Adipose_Subcutaneous	ENSG00000091483
ENSG00000117009.7	KMO	0.0165227990562142	5.6719361265453e-06	0.000140989206942912	Adipose_Subcutaneous	ENSG00000117009
ENSG00000054282.11	SDCCAG8	0.018889648461226	9.66833687948328e-07	4.39626352302944e-05	Adipose_Subcutaneous	ENSG00000054282
ENSG00000179397.13	C1orf101	0.0161858756499341	2.57622136805218e-05	0.000402248701546037	Adipose_Subcutaneous	ENSG00000179397
ENSG00000130508.6	PXDN	-0.0173571516275528	1.39580690814868e-06	5.43098873911004e-05	Adipose_Subcutaneous	ENSG00000130508
ENSG00000228203.2	RNF144A-AS1	-0.0166870404845426	1.86485180714872e-05	0.000323105292027488	Adipose_Subcutaneous	ENSG00000228203
ENSG00000151779.8	NBAS	-0.0149104014000508	1.17754145203115e-05	0.000235173840059425	Adipose_Subcutaneous	ENSG00000151779
ENSG00000186453.8	FAM228A	-0.0168843119303638	1.15102291118861e-05	0.0002317377418889	Adipose_Subcutaneous	ENSG00000186453
ENSG00000084731.9	KIF3C	0.0173545183934062	1.17718177934681e-06	4.86611971449283e-05	Adipose_Subcutaneous	ENSG00000084731
ENSG00000084754.6	HADHA	-0.0219189250830024	9.65203220258326e-09	2.09235856224139e-06	Adipose_Subcutaneous	ENSG00000084754
ENSG00000138029.9	HADHB	-0.0176529437139898	4.70744870049041e-06	0.000122845513885488	Adipose_Subcutaneous	ENSG00000138029
ENSG00000084764.6	MAPRE3	-0.0199502543430033	1.01010185983141e-06	4.50510262508063e-05	Adipose_Subcutaneous	ENSG00000084764
ENSG00000157992.8	KRTCAP3	0.016028467130521	1.38806617809528e-05	0.000263789171847403	Adipose_Subcutaneous	ENSG00000157992
ENSG00000115226.5	FNDC4	-0.0182237119415091	1.30292150646346e-07	1.14626463921919e-05	Adipose_Subcutaneous	ENSG00000115226
ENSG00000226833.1	AC097724.3	0.0144035736862696	3.16815430063948e-06	9.41913154909404e-05	Adipose_Subcutaneous	ENSG00000226833
ENSG00000119801.8	YPEL5	-0.0192810725918782	5.03614103758632e-07	2.65222534925768e-05	Adipose_Subcutaneous	ENSG00000119801
ENSG00000232973.7	CYP1B1-AS1	0.0218765009219152	3.37592719242242e-08	4.84133928064085e-06	Adipose_Subcutaneous	ENSG00000232973
ENSG00000143891.12	GALM	0.0172947883034959	3.98047702601876e-07	2.29599554744685e-05	Adipose_Subcutaneous	ENSG00000143891
ENSG00000138095.14	LRPPRC	-0.0170101005873529	1.12930525414063e-06	4.79581727857491e-05	Adipose_Subcutaneous	ENSG00000138095
ENSG00000260977.1	RP11-333I13.1	0.016000101028297	8.30862402387924e-05	0.000937070040394317	Adipose_Subcutaneous	ENSG00000260977
ENSG00000115310.13	RTN4	-0.0164186627215395	1.16413520412629e-05	0.00023386823933757	Adipose_Subcutaneous	ENSG00000115310
ENSG00000169764.10	UGP2	-0.0183865625113146	1.22048015220306e-06	4.95717025654067e-05	Adipose_Subcutaneous	ENSG00000169764
ENSG00000198380.8	GFPT1	-0.0194837371329206	2.47330960616043e-08	3.87478243593688e-06	Adipose_Subcutaneous	ENSG00000198380
ENSG00000169599.8	NFU1	-0.017354551636363	5.70949077231046e-06	0.000141169809639501	Adipose_Subcutaneous	ENSG00000169599
ENSG00000087338.4	GMCL1	-0.0154186187540956	7.7606090362206e-06	0.000175158637121381	Adipose_Subcutaneous	ENSG00000087338
ENSG00000169564.5	PCBP1	-0.0157185663934454	1.67043698421481e-05	0.000299730093327399	Adipose_Subcutaneous	ENSG00000169564
ENSG00000231327.1	AC016700.5	-0.016881253151711	1.65287983600438e-05	0.00029765171339328	Adipose_Subcutaneous	ENSG00000231327
ENSG00000144031.7	ANKRD53	-0.0213234123220842	3.13854171575131e-09	9.28759257250027e-07	Adipose_Subcutaneous	ENSG00000144031
ENSG00000144043.7	TEX261	-0.0164147132484055	1.80387731096442e-06	6.51070784888935e-05	Adipose_Subcutaneous	ENSG00000144043
ENSG00000005448.12	WDR54	0.0139330375377265	6.86079281158126e-05	0.000810556149469642	Adipose_Subcutaneous	ENSG00000005448
ENSG00000163541.7	SUCLG1	-0.0149327800333659	1.85837502800342e-05	0.00032258552744011	Adipose_Subcutaneous	ENSG00000163541
ENSG00000042445.9	RETSAT	-0.0134214566693183	1.3282025366909e-05	0.000256067010253655	Adipose_Subcutaneous	ENSG00000042445
ENSG00000272564.1	RP11-548P2.2	0.0156970180402276	3.4945632239186e-05	0.000501533042213352	Adipose_Subcutaneous	ENSG00000272564
ENSG00000132305.16	IMMT	-0.0166791231776227	6.91851368375005e-06	0.000160831402037204	Adipose_Subcutaneous	ENSG00000132305
ENSG00000132313.10	MRPL35	-0.019921951087457	4.84958270083029e-08	6.06783693232075e-06	Adipose_Subcutaneous	ENSG00000132313
ENSG00000115548.12	KDM3A	0.0147854975125474	7.02822348068636e-06	0.000162766671242777	Adipose_Subcutaneous	ENSG00000115548
ENSG00000115561.10	CHMP3	-0.0154696096068647	4.43308538217472e-05	0.000591291564956179	Adipose_Subcutaneous	ENSG00000115561
ENSG00000153561.8	RMND5A	-0.0132113591509041	3.38278305017126e-06	9.83856854981946e-05	Adipose_Subcutaneous	ENSG00000153561
ENSG00000153563.11	CD8A	0.0190196478241364	1.16835830357902e-06	4.86611971449283e-05	Adipose_Subcutaneous	ENSG00000153563
ENSG00000158050.4	DUSP2	0.0156476928813607	2.31100466966071e-05	0.000371837065710357	Adipose_Subcutaneous	ENSG00000158050
ENSG00000115085.9	ZAP70	0.0154144710071776	4.21286673405843e-05	0.000569959902199211	Adipose_Subcutaneous	ENSG00000115085
ENSG00000135953.6	MFSD9	-0.0160134985677335	8.50195332053966e-06	0.000187354510348488	Adipose_Subcutaneous	ENSG00000135953
ENSG00000230596.2	AC112229.4	0.0188477741243755	1.30271548072246e-06	5.20510269140379e-05	Adipose_Subcutaneous	ENSG00000230596
ENSG00000125618.12	PAX8	-0.0168093214356905	2.01491915699865e-05	0.000339278560337658	Adipose_Subcutaneous	ENSG00000125618
ENSG00000088179.4	PTPN4	-0.0122641898641484	1.26317438710112e-05	0.000247888001039222	Adipose_Subcutaneous	ENSG00000088179
ENSG00000074047.16	GLI2	0.0167699696270991	1.18717847847309e-05	0.00023671196122111	Adipose_Subcutaneous	ENSG00000074047
ENSG00000211460.7	TSN	-0.0164447166845936	1.50973072137535e-05	0.000280617246646069	Adipose_Subcutaneous	ENSG00000211460
ENSG00000213225.6	AC018804.7	-0.0248838265678949	1.79272219001731e-10	1.28965128589991e-07	Adipose_Subcutaneous	ENSG00000213225
ENSG00000136002.12	ARHGEF4	-0.0168575995849644	1.22125522060142e-05	0.000241697039041106	Adipose_Subcutaneous	ENSG00000136002
ENSG00000152102.13	FAM168B	-0.0154632155131795	1.3312171190423e-06	5.25802558269185e-05	Adipose_Subcutaneous	ENSG00000152102
ENSG00000197927.8	C2orf27A	0.0182794219773007	4.21684325419577e-06	0.000114265419749959	Adipose_Subcutaneous	ENSG00000197927
ENSG00000121964.10	GTDC1	-0.0152311285442579	2.75367422222806e-05	0.000423221339859833	Adipose_Subcutaneous	ENSG00000121964
ENSG00000182389.14	CACNB4	0.0148153283583157	7.02305323446925e-05	0.000824709343517644	Adipose_Subcutaneous	ENSG00000182389
ENSG00000123612.11	ACVR1C	-0.0152417061902609	5.86456281801838e-06	0.000143859269231996	Adipose_Subcutaneous	ENSG00000123612
ENSG00000153253.11	SCN3A	0.0168647185915149	5.57580196823941e-07	2.86362744060296e-05	Adipose_Subcutaneous	ENSG00000153253
ENSG00000154518.5	ATP5G3	-0.0232180310823156	8.09229742846622e-13	1.60932415375638e-09	Adipose_Subcutaneous	ENSG00000154518
ENSG00000272551.1	RP11-324L17.1	0.016370113361611	2.37059219772691e-05	0.000378492665882637	Adipose_Subcutaneous	ENSG00000272551
ENSG00000144331.14	ZNF385B	0.0210440273220562	4.95996467404775e-08	6.11459641875336e-06	Adipose_Subcutaneous	ENSG00000144331
ENSG00000162998.4	FRZB	0.017025019040854	2.88898001013062e-06	8.85532925174942e-05	Adipose_Subcutaneous	ENSG00000162998
ENSG00000144395.13	CCDC150	0.0149055202276628	6.01848855496752e-05	0.000734310746925782	Adipose_Subcutaneous	ENSG00000144395
ENSG00000082146.8	STRADB	-0.0137964753708299	6.05016144903162e-05	0.00073647340249142	Adipose_Subcutaneous	ENSG00000082146
ENSG00000023228.9	NDUFS1	-0.0159397353507977	7.25083031382387e-06	0.000166096211520284	Adipose_Subcutaneous	ENSG00000023228
ENSG00000115425.9	PECR	-0.0143995787990479	3.08419135143306e-05	0.00045789828724492	Adipose_Subcutaneous	ENSG00000115425
ENSG00000135929.4	CYP27A1	0.0147991037489722	8.08400364248872e-05	0.000916143576748094	Adipose_Subcutaneous	ENSG00000135929
ENSG00000124003.9	MOGAT1	-0.0144939879049701	2.85632190899774e-05	0.000432578467501583	Adipose_Subcutaneous	ENSG00000124003
ENSG00000169047.5	IRS1	-0.0173942972772434	6.5584008011737e-06	0.000155954421092195	Adipose_Subcutaneous	ENSG00000169047
ENSG00000135917.9	SLC19A3	-0.0136917826191642	7.47730974068898e-05	0.000863272224406451	Adipose_Subcutaneous	ENSG00000135917
ENSG00000188042.5	ARL4C	0.0161445568306565	1.86151430130927e-05	0.000322829870877291	Adipose_Subcutaneous	ENSG00000188042
ENSG00000162804.9	SNED1	0.016997008173085	1.36218270404395e-05	0.000259924037110734	Adipose_Subcutaneous	ENSG00000162804
ENSG00000176720.3	BOK	-0.0194968398720897	1.05087029806632e-08	2.20127808616297e-06	Adipose_Subcutaneous	ENSG00000176720
ENSG00000134072.6	CAMK1	-0.019675882547648	2.34828547060745e-09	7.17972197891673e-07	Adipose_Subcutaneous	ENSG00000134072
ENSG00000214021.11	TTLL3	0.0160777549158592	4.02142968095922e-06	0.000110252225797239	Adipose_Subcutaneous	ENSG00000214021
ENSG00000187288.6	CIDEC	-0.0164476968519488	2.44198958278123e-06	7.87647262833745e-05	Adipose_Subcutaneous	ENSG00000187288
ENSG00000171135.10	JAGN1	-0.0168716350513353	1.00450513649249e-06	4.49088471453944e-05	Adipose_Subcutaneous	ENSG00000171135
ENSG00000125037.8	EMC3	-0.02007662723117	1.94888549357825e-08	3.32935807853119e-06	Adipose_Subcutaneous	ENSG00000125037
ENSG00000206567.5	AC022007.5	-0.0139157877528896	4.13980168339794e-05	0.000562524218539269	Adipose_Subcutaneous	ENSG00000206567
ENSG00000132170.15	PPARG	-0.0173426288355801	1.77171717441521e-06	6.42609402385658e-05	Adipose_Subcutaneous	ENSG00000132170
ENSG00000169814.8	BTD	-0.0134053331437923	7.25217594687074e-06	0.000166096211520284	Adipose_Subcutaneous	ENSG00000169814
ENSG00000154813.5	DPH3	-0.0146086819532956	1.46303954938614e-05	0.000274833963355664	Adipose_Subcutaneous	ENSG00000154813
ENSG00000033867.12	SLC4A7	0.0122464602451712	3.08778855306307e-05	0.000457960556839736	Adipose_Subcutaneous	ENSG00000033867
ENSG00000163508.8	EOMES	0.0179171867196842	1.61788791269548e-06	6.02611843036008e-05	Adipose_Subcutaneous	ENSG00000163508
ENSG00000144674.12	GOLGA4	-0.0138872225220577	1.4518383776243e-05	0.000273676672133972	Adipose_Subcutaneous	ENSG00000144674
ENSG00000160746.8	ANO10	-0.0171718717848847	3.56365841488609e-07	2.17115306629808e-05	Adipose_Subcutaneous	ENSG00000160746
ENSG00000011198.3	ABHD5	-0.0147568466837997	4.36578631653822e-05	0.000585128355853501	Adipose_Subcutaneous	ENSG00000011198
